Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Muwop (feat. Gucci Mane),Latto,Muwop (feat. Gucci Mane),2020,200135,4,0.79,0.61,9,-6.958,0,0.102,0.0613,0,0.243,0.62,145.88,45
No Hook,Latto,No Hook,2023,103488,4,0.684,0.464,9,-5.796,1,0.506,0.202,0,0.111,0.213,180.323,28
PUSSY,Latto,PUSSY,2023,141176,4,0.587,0.848,6,-4.385,0,0.346,0.0364,0,0.246,0.673,169.65,35
Sex Lies (feat. Lil Baby),Latto,Queen of Da Souf (Extended Version) [Deluxe Version],2022,161538,4,0.481,0.728,0,-6.147,1,0.143,0.279,0,0.139,0.703,79.829,39
There She Go,Latto,Sugar Honey Iced Tea,2023,161800,4,0.774,0.603,2,-4.424,1,0.11,0.000204,0.0000868,0.184,0.254,155.048,54
Wheelie (feat. 21 Savage),Latto,Wheelie (feat. 21 Savage),2021,170270,4,0.911,0.667,1,-6.606,1,0.277,0.0313,0,0.0854,0.78,147.976,47
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,Just Cause Y'all Waited 2,2020,169531,4,0.846,0.48,8,-8.618,0,0.359,0.269,0,0.0989,0.419,143.029,69
Backdoor,Lil Durk,The Voice (Deluxe),2020,200000,4,0.713,0.551,4,-7.593,0,0.29,0.107,0.00000366,0.294,0.237,82.637,48
Bora Bora,Lil Durk,Love Songs 4 the Streets 2,2022,162205,4,0.678,0.623,1,-5.034,1,0.0828,0.16,0,0.151,0.103,160.021,54
India,Lil Durk,Signed to the Streets 2.5,2019,264862,4,0.79,0.56,1,-7.039,1,0.341,0.0787,0,0.344,0.133,145.012,54
The Voice,Lil Durk,The Voice,2021,179724,4,0.447,0.813,5,-2.126,0,0.254,0.0258,0,0.136,0.121,84.758,48
Viral Moment,Lil Durk,Just Cause Y'all Waited 2 (Deluxe),2020,192000,3,0.545,0.525,1,-8.147,1,0.367,0.0134,0,0.109,0.26,159.073,43
What Happened To Virgil (feat. Gunna),Lil Durk,7220,2022,181393,4,0.795,0.526,6,-9.086,0,0.204,0.067,0.000002,0.134,0.194,140.037,63
Cuz I Love You,Lizzo,Cuz I Love You,2019,179978,3,0.566,0.66,1,-4.039,1,0.0479,0.0156,0,0.234,0.52,162.159,53
Good as Hell,Lizzo,Cuz I Love You (Super Deluxe),2016,159735,4,0.682,0.919,0,-3.18,0,0.0875,0.256,0,0.442,0.535,95.982,70
Juice,Lizzo,Cuz I Love You,2019,194935,4,0.766,0.885,0,-3.001,1,0.102,0.00666,0,0.348,0.831,119.908,37
Juice - Breakbot Mix,Lizzo,Sunlight Dance,2019,172453,4,0.779,0.741,0,-5.503,1,0.0962,0.0261,0,0.25,0.928,119.97,0
Rumors (feat. Cardi B),Lizzo,Rumors (feat. Cardi B),2021,172832,4,0.827,0.731,4,-5.524,0,0.088,0.13,0,0.418,0.607,118.992,60
Scuse Me,Lizzo,Coconut Oil,2019,204392,4,0.803,0.833,0,-4.5,0,0.0859,0.259,0.00000143,0.152,0.784,129.993,40
Soulmate,Lizzo,Cuz I Love You,2019,175234,4,0.693,0.849,7,-4.517,1,0.0892,0.00466,0.00127,0.503,0.767,99.021,49
Tempo (feat. Missy Elliott),Lizzo,Cuz I Love You,2020,175342,4,0.833,0.722,1,-5.563,1,0.136,0.0573,0.0000114,0.358,0.588,107.019,56
Truth Hurts,Lizzo,Cuz I Love You (Super Deluxe),2017,173325,4,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,71
Water Me,Lizzo,Cuz I Love You (Super Deluxe),2019,185594,4,0.67,0.966,3,-1.994,0,0.177,0.0292,0,0.185,0.77,113.046,48
Beautiful Crazy,Luke Combs,This One's for You Too (Deluxe Edition),2017,193200,4,0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,83
Beer Never Broke My Heart,Luke Combs,What You See Is What You Get,2019,186733,4,0.538,0.863,1,-4.483,1,0.0481,0.0139,0,0.0874,0.637,77.001,81
Better Together,Luke Combs,What You See Is What You Get,2020,219573,4,0.552,0.225,0,-11.501,1,0.0477,0.827,0,0.111,0.67,138.002,74
Cold As You,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),2021,186106,4,0.598,0.846,6,-4.956,1,0.0355,0.0527,0,0.113,0.328,144.04,66
Forever After All,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),2020,232533,4,0.487,0.65,0,-5.195,1,0.0253,0.191,0,0.0933,0.456,151.964,77
Hurricane,Luke Combs,This One's for You,2021,222533,4,0.464,0.813,10,-6.185,1,0.0416,0.0153,0,0.254,0.515,75.977,78
Lovin' On You,Luke Combs,What You See Is What You Get,2020,194866,4,0.572,0.949,4,-4.865,1,0.06,0.00165,0.000195,0.163,0.53,118.974,69
One Number Away,Luke Combs,This One's for You,2017,221800,4,0.544,0.781,6,-6.16,0,0.0311,0.00585,0,0.191,0.527,144.075,74
She Got the Best of Me,Luke Combs,This One's for You Too (Deluxe Edition),2017,183160,4,0.533,0.907,11,-3.793,1,0.0406,0.0292,0,0.386,0.7,150.99,83
When It Rains It Pours,Luke Combs,This One's for You,2017,240760,4,0.551,0.801,6,-5.069,1,0.0303,0.013,0.00000603,0.265,0.625,128.027,84
Touch My Body,Mariah Carey,E=MC2 (Deluxe Version),2008,204733,4,0.714,0.665,4,-7.736,0,0.0509,0.0996,0,0.226,0.842,78.515,71
We Belong Together,Mariah Carey,The Emancipation of Mimi,2005,201400,4,0.833,0.467,0,-7.89,1,0.0619,0.0339,0,0.09,0.767,139.971,70
Am I Okay?,Megan Moroney,Am I Okay?,2023,235002,4,0.593,0.734,9,-5.416,1,0.0514,0.02,0,0.138,0.518,125.937,76
Hair Salon,Megan Moroney,Pistol Made of Roses,2023,224581,4,0.493,0.581,10,-6.133,1,0.0327,0.302,0,0.169,0.317,138.075,59
I'm Not Pretty,Megan Moroney,Lucky,2022,181066,4,0.573,0.795,10,-5.561,1,0.0558,0.129,0.0000178,0.186,0.705,128.101,73
Indifferent,Megan Moroney,Am I Okay?,2023,176022,3,0.635,0.537,6,-6.296,1,0.0476,0.0467,0,0.0853,0.511,107.421,70
Tennessee Orange,Megan Moroney,Tennessee Orange,2023,223119,3,0.38,0.488,9,-6.637,1,0.029,0.126,0.00000723,0.115,0.268,156.031,66
Wonder,Megan Moroney,Wonder,2023,222139,4,0.603,0.46,7,-8.178,0,0.0281,0.356,0.000528,0.119,0.556,81.04,63
All About That Bass,Meghan Trainor,Title (Deluxe),2014,187920,4,0.807,0.887,9,-3.726,1,0.0503,0.0573,0.00000287,0.124,0.961,134.052,73
Bang Dem Sticks,Meghan Trainor,Title (Deluxe),2016,180973,4,0.886,0.734,2,-4.431,1,0.0752,0.0294,0.0000129,0.304,0.25,109.981,41
Better When I'm Dancin',Meghan Trainor,Better When I'm Dancin',2015,176266,4,0.756,0.789,2,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,73
Dear Future Husband,Meghan Trainor,Title (Deluxe),2015,184226,4,0.655,0.782,1,-4.789,1,0.185,0.375,0,0.317,0.832,79.427,77
Good To Be Alive,Meghan Trainor,The Peanuts Movie - Original Motion Picture Soundtrack,2016,228360,4,0.605,0.684,10,-5.254,1,0.142,0.333,0.0000191,0.0819,0.587,200.049,48
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Title (Deluxe),2015,225053,3,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,78
Lips Are Movin,Meghan Trainor,Title (Deluxe),2014,182666,4,0.775,0.825,7,-5.402,1,0.0464,0.0506,0.00000103,0.111,0.95,139.091,69
Me Too,Meghan Trainor,Thank You (Deluxe Version),2016,181240,4,0.934,0.694,11,-5.849,0,0.101,0.0971,0.0000012,0.477,0.833,123.831,71
NO,Meghan Trainor,Thank You (Deluxe Version),2016,213506,4,0.557,0.803,1,-3.599,0,0.213,0.0124,0.00000161,0.737,0.657,92.134,73
Watch Me Do,Meghan Trainor,Thank You (Deluxe Version),2016,169773,4,0.849,0.686,11,-2.674,0,0.0506,0.00209,0.00566,0.0839,0.652,112.032,37
No Complaints (feat. Offset & Drake) (Bonus),Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),2018,265480,4,0.913,0.571,2,-8.82,1,0.166,0.0709,0.00237,0.0599,0.203,123.966,64
Overdue (with Travis Scott),Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),2023,166093,4,0.634,0.401,11,-11.212,0,0.0446,0.731,0.000132,0.334,0.494,150.174,79
Space Cadet (feat. Gunna),Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),2019,203266,4,0.901,0.464,5,-9.789,0,0.0645,0.368,0.0000182,0.238,0.638,109.004,79
Adorn,Miguel,Kaleidoscope Dream,2012,193146,4,0.625,0.576,11,-5.693,0,0.175,0.0543,0.0000407,0.187,0.235,179.063,67
All I Want Is You (feat. J. Cole),Miguel,All I Want Is You,2010,295920,4,0.776,0.603,5,-5.696,1,0.0343,0.0728,0.0000625,0.111,0.921,96.888,71
coffee,Miguel,Wildheart (Deluxe Version),2015,286573,4,0.556,0.618,10,-7.471,0,0.0463,0.00558,0.000351,0.153,0.121,80.985,64
Do You...,Miguel,Kaleidoscope Dream,2015,207920,4,0.593,0.589,11,-6.401,1,0.0366,0.462,0.00000388,0.0937,0.306,148.055,47
How Many Drinks?,Miguel,Kaleidoscope Dream,2012,272986,4,0.379,0.608,0,-7.011,0,0.134,0.00311,0.000614,0.248,0.241,81.822,62
Sky Walker (feat. Travis Scott),Miguel,War & Leisure,2017,259333,4,0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965,72
Sure Thing,Miguel,All I Want Is You,2011,195373,4,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,87
The Thrill,Miguel,Kaleidoscope Dream,2015,182480,4,0.566,0.511,11,-8.595,0,0.0347,0.00275,0.0000687,0.585,0.338,149.799,34
waves - Tame Impala Remix,Miguel,Rogue Waves,2015,253346,4,0.529,0.894,2,-3.599,1,0.0412,0.308,0.00000538,0.254,0.543,108.024,65
Adore You,Miley Cyrus,Bangerz (Deluxe Version),2013,278746,4,0.583,0.655,0,-5.407,1,0.0315,0.111,0.00000357,0.113,0.201,119.759,68
Flowers,Miley Cyrus,Endless Summer Vacation,2023,200600,4,0.706,0.691,0,-4.775,1,0.0633,0.0584,0.0000699,0.0232,0.632,118.048,88
Malibu,Miley Cyrus,Younger Now,2017,231906,4,0.573,0.781,8,-6.406,1,0.0555,0.0767,0.0000264,0.0813,0.343,139.934,73
Midnight Sky,Miley Cyrus,Plastic Hearts,2020,223280,4,0.699,0.805,4,-5.535,0,0.0345,0.00161,0.00177,0.249,0.232,109.976,70
Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives,2009,202066,4,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,78
Prisoner (feat. Dua Lipa),Miley Cyrus,Plastic Hearts,2020,169333,4,0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,72
Slide Away,Miley Cyrus,SHE IS COMING,2023,233654,4,0.534,0.538,5,-6.673,1,0.0327,0.173,0.00000282,0.248,0.289,148.016,65
The Climb,Miley Cyrus,Hannah Montana The Movie,2009,236066,4,0.327,0.588,4,-6.611,1,0.0336,0.0834,0,0.104,0.329,161.074,64
We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),2013,231240,4,0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,76
Wrecking Ball,Miley Cyrus,Bangerz (Deluxe Version),2013,221360,4,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,78
7 Summers,Morgan Wallen,Dangerous: The Double Album,2020,210506,4,0.466,0.786,0,-5.13,1,0.0328,0.417,0.000061,0.125,0.571,203.903,78
Chasin' You,Morgan Wallen,If I Know Me,2018,205453,4,0.631,0.591,7,-5.806,1,0.0277,0.667,0,0.11,0.494,97.087,79
Cover Me Up,Morgan Wallen,Dangerous: The Double Album,2020,293706,3,0.549,0.44,7,-8.192,1,0.0264,0.232,0.00000737,0.107,0.214,128.01,73
More Than My Hometown,Morgan Wallen,Dangerous: The Double Album,2020,216573,4,0.62,0.869,6,-5.479,1,0.0462,0.615,0,0.131,0.597,126.019,79
Sand In My Boots,Morgan Wallen,Dangerous: The Double Album,2021,202133,4,0.403,0.537,3,-6.628,1,0.031,0.59,0,0.112,0.414,69.877,76
Somebody’s Problem,Morgan Wallen,Somebody’s Problem,2021,161773,4,0.657,0.54,5,-7.675,1,0.0287,0.662,0,0.123,0.625,136.97,60
The Way I Talk,Morgan Wallen,If I Know Me,2018,208280,4,0.605,0.88,4,-3.388,1,0.0322,0.0462,0,0.0915,0.761,137.986,72
Up Down (feat. Florida Georgia Line),Morgan Wallen,If I Know Me,2017,197253,4,0.59,0.882,6,-3.041,1,0.0349,0.0803,0,0.146,0.792,129.929,72
Wasted On You,Morgan Wallen,Dangerous: The Double Album,2021,178520,3,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196,82
Whiskey Glasses,Morgan Wallen,If I Know Me,2018,234346,4,0.616,0.68,6,-4.581,1,0.0288,0.361,0.00000118,0.116,0.687,149.951,80
Amor Tumbado,Natanael Cano,Mi Nuevo Yo,2020,221553,3,0.576,0.715,1,-5.755,0,0.0354,0.335,0.00000285,0.0772,0.497,199.942,77
Giza,Natanael Cano,Giza,2021,177580,3,0.698,0.891,5,-5.003,0,0.0341,0.0942,0,0.133,0.696,124.054,83
Madonna,Natanael Cano,Madonna,2021,187087,3,0.732,0.873,0,-5.965,1,0.0321,0.0449,0.000803,0.347,0.662,128.029,86
Soy El Diablo - Remix,Natanael Cano,Soy El Diablo (Remix),2020,193621,3,0.681,0.686,9,-6.398,0,0.0462,0.588,0,0.114,0.961,109.191,62
Bulletproof (feat. Avril Lavigne),Nate Smith,Bulletproof (feat. Avril Lavigne),2023,183919,4,0.506,0.757,7,-4.802,1,0.037,0.0798,0,0.0885,0.489,79.984,63
Whiskey On You,Nate Smith,NATE SMITH (DELUXE),2022,183786,4,0.473,0.751,8,-5.196,1,0.0318,9.91E-05,0.0181,0.118,0.569,110.025,74
World on Fire,Nate Smith,NATE SMITH (DELUXE),2023,189986,4,0.461,0.887,11,-4.871,0,0.0429,0.000219,0,0.104,0.411,95.964,76
Attention,NewJeans,NewJeans 1st EP 'New Jeans',2022,180066,4,0.811,0.648,10,-3.684,0,0.0368,0.236,0,0.0761,0.695,104.988,76
Cookie,NewJeans,NewJeans 1st EP 'New Jeans',2022,235562,4,0.847,0.638,0,-3.764,1,0.0575,0.0596,0,0.0894,0.661,156.935,72
Cool With You,NewJeans,NewJeans 2nd EP 'Get Up',2023,147880,4,0.752,0.65,5,-6.683,0,0.12,0.653,0.00136,0.105,0.532,134.993,74
Ditto,NewJeans,Ditto,2022,185506,4,0.814,0.641,6,-5.957,0,0.111,0.027,0,0.0993,0.183,133.854,78
Get Up,NewJeans,NewJeans 2nd EP 'Get Up',2023,36226,3,0.525,0.526,5,-7.03,1,0.0534,0.634,0.127,0.103,0.562,85.274,71
Hurt,NewJeans,NewJeans 1st EP 'New Jeans',2023,177946,4,0.599,0.446,10,-6.511,0,0.0833,0.731,0,0.105,0.567,179.877,73
Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2022,179026,4,0.593,0.935,4,-3.43,0,0.225,0.268,0,0.286,0.783,99.976,79
OMG,NewJeans,NewJeans 'OMG',2023,212253,4,0.804,0.771,9,-4.067,0,0.0433,0.357,0.00000307,0.108,0.739,126.956,79
Super Shy,NewJeans,NewJeans 'Super Shy',2023,154666,4,0.776,0.817,5,-6.018,0,0.0748,0.18,0.0000344,0.146,0.515,149.921,81
Supernatural,NewJeans,Supernatural,2023,191000,4,0.699,0.708,10,-4.182,0,0.0496,0.185,0.00000843,0.0921,0.863,108.887,83
Anaconda,Nicki Minaj,The Pinkprint - Deluxe,2014,260239,4,0.964,0.605,9,-6.223,1,0.179,0.0668,0.00000778,0.214,0.646,129.996,60
Beez In The Trap,Nicki Minaj,Pink Friday ... Roman Reloaded,2012,268480,4,0.813,0.782,9,-6.005,1,0.218,0.0227,0.00165,0.0956,0.681,150.003,52
Chun-Li,Nicki Minaj,Queen,2018,191600,5,0.686,0.73,6,-5.077,0,0.374,0.278,0.0000476,0.106,0.474,128.943,66
Fly,Nicki Minaj,Pink Friday,2010,212920,4,0.665,0.848,10,-4.926,1,0.0386,0.0148,0.000118,0.1,0.196,119.897,60
Moment 4 Life,Nicki Minaj,Pink Friday,2011,279306,4,0.475,0.882,11,-3.883,1,0.351,0.406,0,0.241,0.369,98.001,69
Pills N Potions,Nicki Minaj,The Pinkprint - Deluxe,2015,268000,4,0.391,0.604,7,-8.104,1,0.212,0.00812,0.00000491,0.0443,0.168,169.391,55
Starships,Nicki Minaj,Pink Friday ... Roman Reloaded,2012,210626,4,0.747,0.716,11,-2.457,0,0.0751,0.135,0,0.251,0.751,125.006,74
Super Bass,Nicki Minaj,Pink Friday (Complete Edition),2011,200013,4,0.723,0.86,11,-4.357,1,0.203,0.271,0.00000456,0.598,0.667,126.979,79
Truffle Butter,Nicki Minaj,The Pinkprint (Deluxe Edition),2015,220466,4,0.89,0.667,2,-6.862,1,0.0521,0.0572,0.0000303,0.108,0.522,105.103,62
AIN'T GONNA ANSWER,NLE Choppa,AIN'T GONNA ANSWER,2023,187453,4,0.879,0.875,10,-1.868,0,0.18,0.0808,0,0.327,0.763,95.021,58
Camelot,NLE Choppa,Top Shotta,2020,148759,4,0.787,0.713,7,-5.252,1,0.401,0.0849,0,0.717,0.761,175.046,71
Catalina,NLE Choppa,Catalina,2022,180000,4,0.828,0.837,10,-3.963,0,0.0559,0.0295,0.002,0.147,0.821,116.955,61
Final Warning,NLE Choppa,Final Warning,2021,156894,4,0.847,0.912,11,-3.129,1,0.257,0.0781,0,0.142,0.88,81.486,62
PISTOL PACCIN,NLE Choppa,Cottonwood 2 (Deluxe 2.0),2023,149449,4,0.831,0.793,1,-4.127,1,0.369,0.0195,0,0.259,0.833,144.967,75
Shotta Flow (feat. Blueface) - Remix,NLE Choppa,Cottonwood,2019,176631,4,0.893,0.514,2,-4.776,1,0.424,0.0245,0,0.142,0.555,120.077,72
Shotta Flow 6,NLE Choppa,Me vs. Me,2022,192147,4,0.859,0.596,11,-7.021,1,0.329,0.0194,0,0.0489,0.479,140.064,57
All My Love,Noah Kahan,Stick Season,2023,251510,4,0.666,0.665,2,-7.181,1,0.0534,0.309,0,0.0961,0.474,116.002,80
Call Your Mom,Noah Kahan,Stick Season (We'll All Be Here Forever),2023,278670,4,0.485,0.215,0,-12.124,1,0.0348,0.703,0.00000355,0.115,0.159,172.122,74
Dial Drunk (with Post Malone),Noah Kahan,Dial Drunk (with Post Malone),2023,213817,4,0.669,0.606,8,-7.193,1,0.0292,0.124,0,0.112,0.69,112.108,83
Forever,Noah Kahan,Stick Season (Forever),2023,268353,4,0.394,0.256,0,-10.944,1,0.036,0.765,0,0.116,0.215,94.367,77
Homesick,Noah Kahan,Stick Season,2023,194416,4,0.505,0.624,6,-6.526,1,0.0373,0.0253,0.0000106,0.314,0.413,170.076,73
New Perspective,Noah Kahan,Stick Season,2023,256871,4,0.693,0.524,5,-9.696,1,0.0407,0.267,0.00000183,0.0839,0.453,156.529,72
Northern Attitude,Noah Kahan,Northern Attitude,2023,267256,4,0.523,0.626,3,-8.214,1,0.047,0.119,0.0000329,0.107,0.323,121.291,58
Stick Season,Noah Kahan,Stick Season,2022,182346,4,0.664,0.5,9,-6.935,1,0.0651,0.799,0,0.0966,0.801,117.896,90
You’re Gonna Go Far,Noah Kahan,Stick Season (We'll All Be Here Forever),2023,286369,4,0.586,0.358,7,-9.761,1,0.0308,0.556,0,0.11,0.365,169.925,81
Break Up with Him,Old Dominion,Meat and Candy,2015,207733,4,0.617,0.632,8,-5.381,1,0.0371,0.0675,0,0.108,0.564,151.988,61
Everything to Lose,Old Dominion,Old Dominion,2022,190680,4,0.656,0.704,7,-4.906,1,0.0858,0.589,0,0.213,0.928,172.015,31
Hotel Key,Old Dominion,Happy Endings,2018,166573,4,0.758,0.867,11,-5.087,1,0.0475,0.152,0,0.308,0.964,102.018,68
Make It Sweet,Old Dominion,Old Dominion,2019,187000,4,0.424,0.837,7,-4.453,1,0.0472,0.0373,0,0.0665,0.554,180.175,59
No Such Thing as a Broken Heart,Old Dominion,Happy Endings,2017,176893,4,0.651,0.782,8,-4.295,1,0.0718,0.295,0,0.107,0.945,171.987,60
One Man Band,Old Dominion,Old Dominion,2019,186240,4,0.706,0.358,6,-8.331,1,0.0347,0.677,0,0.107,0.478,75.991,80
Smooth Sailing,Old Dominion,Old Dominion,2022,215080,4,0.334,0.738,7,-5.28,1,0.0437,0.0058,0,0.115,0.49,143.985,36
Snapback,Old Dominion,Meat and Candy,2014,206506,4,0.687,0.793,5,-3.577,1,0.0333,0.302,0.00000346,0.1,0.673,100.993,63
Song for Another Time,Old Dominion,Meat and Candy,2016,191826,4,0.498,0.804,11,-3.995,1,0.0332,0.125,0,0.167,0.697,166.054,60
Written in the Sand,Old Dominion,Happy Endings,2017,184080,4,0.725,0.438,6,-9.602,1,0.0575,0.593,0,0.0842,0.76,83.984,63
Aint Gotta Dollar,Oliver Anthony Music,Aint Gotta Dollar,2023,124608,4,0.703,0.0859,10,-15.608,1,0.0364,0.825,0.00000291,0.0754,0.343,110.028,62
I Want to go Home,Oliver Anthony Music,I Want to go Home,2023,170971,4,0.692,0.0436,8,-13.093,1,0.0717,0.943,0,0.114,0.197,104.891,60
Long Gone,Oliver Anthony Music,Long Gone,2023,142186,4,0.748,0.176,4,-11.1,1,0.0514,0.799,0,0.201,0.426,95.397,46
Rich Men North of Richmond,Oliver Anthony Music,Rich Men North of Richmond,2023,187244,4,0.678,0.264,10,-12.384,1,0.0622,0.753,0,0.302,0.528,121.722,76
"1 step forward, 3 steps back",Olivia Rodrigo,SOUR,2021,163586,4,0.473,0.203,2,-12.627,1,0.102,0.941,0,0.126,0.419,168.884,77
brutal,Olivia Rodrigo,SOUR,2021,143746,4,0.672,0.526,4,-6.446,1,0.0599,0.0311,0.00000137,0.28,0.28,123.999,77
deja vu,Olivia Rodrigo,SOUR,2021,215506,4,0.442,0.612,2,-7.222,1,0.112,0.584,0.0000057,0.37,0.178,180.917,84
drivers license,Olivia Rodrigo,SOUR,2021,242013,4,0.561,0.431,10,-8.81,1,0.0578,0.768,0.0000142,0.106,0.137,143.875,83
enough for you,Olivia Rodrigo,SOUR,2021,202826,4,0.638,0.259,7,-10.706,1,0.0898,0.753,0,0.219,0.269,88.485,75
favorite crime,Olivia Rodrigo,SOUR,2021,152666,4,0.369,0.272,9,-10.497,1,0.0364,0.866,0,0.147,0.218,172.929,83
good 4 u,Olivia Rodrigo,SOUR,2021,178146,4,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,83
happier,Olivia Rodrigo,SOUR,2021,175933,3,0.395,0.443,6,-9.72,1,0.133,0.765,0.00000967,0.0839,0.338,168.924,82
"jealousy, jealousy",Olivia Rodrigo,SOUR,2021,173160,4,0.695,0.575,10,-6.334,0,0.116,0.198,0,0.0614,0.699,163.929,82
traitor,Olivia Rodrigo,SOUR,2021,229226,4,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,84
Burn It Down,Parker McCollum,Never Enough,2022,233869,4,0.461,0.718,2,-5.627,1,0.0666,0.139,0.0000166,0.0968,0.334,162.187,67
Handle On You,Parker McCollum,Never Enough,2023,219967,4,0.591,0.928,6,-3.925,1,0.0316,0.00441,0,0.291,0.619,105.025,67
Hell of a Year,Parker McCollum,Probably Wrong,2022,232653,4,0.655,0.482,0,-8.453,0,0.0305,0.411,0.00000146,0.114,0.191,98.013,68
